docId;filename;toptopics...
0;file:/C:/Users/wind/workspace/nlp/Data/DonNhaChoDoChat/239188916260047_351503078361963.txt;3;0.11538461538461539;2;0.11538461538461539;9;0.09615384615384616;8;0.09615384615384616;7;0.09615384615384616;6;0.09615384615384616;5;0.09615384615384616;4;0.09615384615384616;1;0.09615384615384616;0;0.09615384615384616
1;file:/C:/Users/wind/workspace/nlp/Data/DonNhaChoDoChat/239188916260047_351503261695278.txt;8;0.2;7;0.12307692307692308;6;0.1076923076923077;4;0.09230769230769231;0;0.09230769230769231;9;0.07692307692307693;5;0.07692307692307693;3;0.07692307692307693;2;0.07692307692307693;1;0.07692307692307693
2;file:/C:/Users/wind/workspace/nlp/Data/DonNhaChoDoChat/239188916260047_351503278361943.txt;5;0.11538461538461539;4;0.11538461538461539;9;0.09615384615384616;8;0.09615384615384616;7;0.09615384615384616;6;0.09615384615384616;3;0.09615384615384616;2;0.09615384615384616;1;0.09615384615384616;0;0.09615384615384616
3;file:/C:/Users/wind/workspace/nlp/Data/DonNhaChoDoChat/239188916260047_351503315028606.txt;5;0.11538461538461539;2;0.11538461538461539;9;0.09615384615384616;8;0.09615384615384616;7;0.09615384615384616;6;0.09615384615384616;4;0.09615384615384616;3;0.09615384615384616;1;0.09615384615384616;0;0.09615384615384616
4;file:/C:/Users/wind/workspace/nlp/Data/DonNhaChoDoChat/239188916260047_351503501695254.txt;5;0.11538461538461539;4;0.11538461538461539;9;0.09615384615384616;8;0.09615384615384616;7;0.09615384615384616;6;0.09615384615384616;3;0.09615384615384616;2;0.09615384615384616;1;0.09615384615384616;0;0.09615384615384616
5;file:/C:/Users/wind/workspace/nlp/Data/DonNhaChoDoChat/239188916260047_351503575028580.txt;0;0.13333333333333333;6;0.11666666666666667;4;0.11666666666666667;8;0.1;7;0.1;1;0.1;9;0.08333333333333333;5;0.08333333333333333;3;0.08333333333333333;2;0.08333333333333333
6;file:/C:/Users/wind/workspace/nlp/Data/DonNhaChoDoChat/239188916260047_351503648361906.txt;3;0.13333333333333333;2;0.13333333333333333;7;0.1;6;0.1;5;0.1;4;0.1;0;0.1;9;0.08888888888888889;8;0.07777777777777778;1;0.06666666666666667
7;file:/C:/Users/wind/workspace/nlp/Data/DonNhaChoDoChat/239188916260047_351503951695209.txt;2;0.1388888888888889;9;0.12962962962962962;8;0.12962962962962962;6;0.12962962962962962;5;0.1111111111111111;0;0.09259259259259259;4;0.08333333333333333;3;0.07407407407407407;7;0.05555555555555555;1;0.05555555555555555
8;file:/C:/Users/wind/workspace/nlp/Data/DonNhaChoDoChat/239188916260047_351503955028542.txt;5;0.11538461538461539;4;0.11538461538461539;9;0.09615384615384616;8;0.09615384615384616;7;0.09615384615384616;6;0.09615384615384616;3;0.09615384615384616;2;0.09615384615384616;1;0.09615384615384616;0;0.09615384615384616
9;file:/C:/Users/wind/workspace/nlp/Data/DonNhaChoDoChat/239188916260047_351504188361852.txt;5;0.2125;6;0.1125;2;0.1125;8;0.1;9;0.0875;1;0.0875;0;0.0875;4;0.075;7;0.0625;3;0.0625
