docId;filename;toptopics...
0;file:/C:/Users/wind/workspace/nlp/Data/K56CA/Da_Bong/100452410075940_100453106742537.txt;7;0.1111111111111111;5;0.1111111111111111;3;0.1111111111111111;2;0.1111111111111111;9;0.09259259259259259;8;0.09259259259259259;6;0.09259259259259259;4;0.09259259259259259;1;0.09259259259259259;0;0.09259259259259259
1;file:/C:/Users/wind/workspace/nlp/Data/K56CA/Da_Bong/100452410075940_103595449761636.txt;2;0.1320754716981132;0;0.11320754716981132;9;0.09433962264150944;8;0.09433962264150944;7;0.09433962264150944;6;0.09433962264150944;5;0.09433962264150944;4;0.09433962264150944;3;0.09433962264150944;1;0.09433962264150944
2;file:/C:/Users/wind/workspace/nlp/Data/K56CA/Da_Bong/100452410075940_110591432395371.txt;7;0.11320754716981132;4;0.11320754716981132;2;0.11320754716981132;9;0.09433962264150944;8;0.09433962264150944;6;0.09433962264150944;5;0.09433962264150944;3;0.09433962264150944;1;0.09433962264150944;0;0.09433962264150944
3;file:/C:/Users/wind/workspace/nlp/Data/K56CA/Da_Bong/100452410075940_122573697863811.txt;2;0.13559322033898305;0;0.11864406779661017;8;0.1016949152542373;7;0.1016949152542373;6;0.1016949152542373;4;0.1016949152542373;9;0.0847457627118644;5;0.0847457627118644;3;0.0847457627118644;1;0.0847457627118644
4;file:/C:/Users/wind/workspace/nlp/Data/K56CA/Da_Bong/100452410075940_133492040105310.txt;8;0.11320754716981132;4;0.11320754716981132;0;0.11320754716981132;9;0.09433962264150944;7;0.09433962264150944;6;0.09433962264150944;5;0.09433962264150944;3;0.09433962264150944;2;0.09433962264150944;1;0.09433962264150944
5;file:/C:/Users/wind/workspace/nlp/Data/K56CA/Da_Bong/100452410075940_134285493359298.txt;8;0.10714285714285714;7;0.10714285714285714;6;0.10714285714285714;5;0.10714285714285714;3;0.10714285714285714;1;0.10714285714285714;9;0.08928571428571429;4;0.08928571428571429;2;0.08928571428571429;0;0.08928571428571429
6;file:/C:/Users/wind/workspace/nlp/Data/K56CA/Da_Bong/100452410075940_134724179982096.txt;4;0.21658986175115208;3;0.1336405529953917;6;0.1152073732718894;7;0.10599078341013825;8;0.08755760368663594;2;0.08755760368663594;9;0.07373271889400922;1;0.07373271889400922;5;0.06912442396313365
7;file:/C:/Users/wind/workspace/nlp/Data/K56CA/Da_Bong/100452410075940_137763536344827.txt;4;0.144;2;0.144;8;0.128;9;0.12;3;0.088;1;0.088;6;0.08;5;0.08;7;0.064;0;0.064
8;file:/C:/Users/wind/workspace/nlp/Data/K56CA/Da_Bong/100452410075940_138335886287592.txt;6;0.11538461538461539;4;0.11538461538461539;9;0.09615384615384616;8;0.09615384615384616;7;0.09615384615384616;5;0.09615384615384616;3;0.09615384615384616;2;0.09615384615384616;1;0.09615384615384616;0;0.09615384615384616
9;file:/C:/Users/wind/workspace/nlp/Data/K56CA/Da_Bong/100452410075940_140207256100455.txt;3;0.13333333333333333;1;0.11666666666666667;8;0.1;7;0.1;6;0.1;4;0.1;0;0.1;9;0.08333333333333333;5;0.08333333333333333;2;0.08333333333333333
10;file:/C:/Users/wind/workspace/nlp/Data/K56CA/Da_Bong/100452410075940_147778275343353.txt;4;0.11538461538461539;1;0.11538461538461539;9;0.09615384615384616;8;0.09615384615384616;7;0.09615384615384616;6;0.09615384615384616;5;0.09615384615384616;3;0.09615384615384616;2;0.09615384615384616;0;0.09615384615384616
11;file:/C:/Users/wind/workspace/nlp/Data/K56CA/Da_Bong/100452410075940_159398684181312.txt;4;0.12727272727272726;0;0.12727272727272726;2;0.10909090909090909;9;0.09090909090909091;8;0.09090909090909091;7;0.09090909090909091;6;0.09090909090909091;5;0.09090909090909091;3;0.09090909090909091;1;0.09090909090909091
12;file:/C:/Users/wind/workspace/nlp/Data/K56CA/Da_Bong/100452410075940_168584009929446.txt;2;0.11538461538461539;1;0.11538461538461539;9;0.09615384615384616;8;0.09615384615384616;7;0.09615384615384616;6;0.09615384615384616;5;0.09615384615384616;4;0.09615384615384616;3;0.09615384615384616;0;0.09615384615384616
